Postcode,Latitude,Longitude,Ward
EH1 3HB,55.956311,-3.191711,City Centre
EH1 3HD,55.95615,-3.189784,City Centre
EH1 3HH,55.956311,-3.191711,City Centre
EH1 3HL,55.956399,-3.191009,City Centre
EH1 3HP,55.956204,-3.189275,City Centre
EH1 3HQ,55.955809,-3.191584,City Centre
EH1 3HS,55.956085,-3.190007,City Centre
EH1 3HT,55.95618,-3.189481,City Centre
EH1 3HU,55.956725,-3.189307,City Centre
EH1 3HX,55.957319,-3.188779,City Centre
EH1 3HY,55.957034,-3.189909,City Centre
EH1 3HZ,55.956595,-3.190278,City Centre
EH1 3JA,55.956341,-3.188669,City Centre
EH1 3JB,55.956251,-3.188666,City Centre
EH1 3JD,55.956361,-3.188381,City Centre
EH1 3JF,55.95679,-3.188683,City Centre
EH1 3JG,55.95679,-3.188683,City Centre
EH1 3JH,55.95598,-3.188818,City Centre
EH1 3JJ,55.95679,-3.188683,City Centre
EH1 3JL,55.956251,-3.188666,City Centre
EH1 3JN,55.95639,-3.188174,City Centre
EH1 3JP,55.97283,-3.172047,Leith
EH1 3JQ,55.956045,-3.188612,City Centre
EH1 3JR,55.956169,-3.187847,City Centre
EH1 3JT,55.957067,-3.187363,City Centre
EH1 3JU,55.957517,-3.188226,City Centre
EH1 3JW,55.95673,-3.18929,City Centre
EH1 3JX,55.957563,-3.187713,City Centre
EH1 3JZ,55.957076,-3.18693,City Centre
EH1 3LA,55.960382,-3.176699,Leith Walk
EH1 3LD,55.957822,-3.188267,City Centre
EH1 3LE,55.957762,-3.186598,City Centre
EH1 3LF,55.943311,-3.232669,Corstorphine / Murrayfield
EH1 3LG,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 3LH,55.958004,-3.18712,City Centre
EH1 3LN,55.958037,-3.186959,City Centre
EH1 3LP,55.958153,-3.187123,City Centre
EH1 3LR,55.958446,-3.186909,City Centre
EH1 3LS,55.960382,-3.176699,Leith Walk
EH1 3LT,55.958097,-3.185857,City Centre
EH1 3LU,55.957754,-3.186023,City Centre
EH1 3LW,55.956999,-3.188449,City Centre
EH1 3LX,55.957714,-3.185988,City Centre
EH1 3LY,55.957501,-3.187072,City Centre
EH1 3LZ,55.957714,-3.185988,City Centre
EH1 3NA,55.95871,-3.186211,City Centre
EH1 3NB,55.957181,-3.186292,City Centre
EH1 3ND,55.956999,-3.188449,City Centre
EH1 3NE,55.958342,-3.185608,City Centre
EH1 3NH,55.958019,-3.185181,City Centre
EH1 3NJ,55.959596,-3.186526,City Centre
EH1 3NL,55.958245,-3.184995,City Centre
EH1 3NN,55.957319,-3.188779,City Centre
EH1 3NP,55.958704,-3.185858,City Centre
EH1 3NQ,55.957379,-3.185787,City Centre
EH1 3NR,55.959064,-3.18675,City Centre
EH1 3NS,55.959179,-3.18693,City Centre
EH1 3NT,55.959348,-3.186568,City Centre
EH1 3NU,55.959596,-3.186526,City Centre
EH1 3NW,55.958865,-3.185895,City Centre
EH1 3NX,55.959714,-3.185457,City Centre
EH1 3NY,55.959384,-3.186151,City Centre
EH1 3NZ,55.959486,-3.184346,City Centre
EH1 3PA,55.959288,-3.184947,City Centre
EH1 3PG,55.956385,-3.192868,City Centre
EH1 3PH,55.959288,-3.184947,City Centre
EH1 3PN,55.95639,-3.192835,City Centre
EH1 3PP,55.956267,-3.193536,City Centre
EH1 3PQ,55.957598,-3.191559,City Centre
EH1 3PR,55.955953,-3.193478,City Centre
EH1 3PS,55.956204,-3.19347,City Centre
EH1 3PT,55.956437,-3.193621,City Centre
EH1 3PW,55.957392,-3.191424,City Centre
EH1 3PX,55.956739,-3.191566,City Centre
EH1 3PY,55.95679,-3.192431,City Centre
EH1 3QA,55.956753,-3.192526,City Centre
EH1 3QB,55.957168,-3.1927,City Centre
EH1 3QG,55.9572,-3.1927,City Centre
EH1 3QH,55.957374,-3.191424,City Centre
EH1 3QJ,55.957308,-3.19179,City Centre
EH1 3QN,55.957189,-3.190602,City Centre
EH1 3QP,55.957685,-3.190888,City Centre
EH1 3QR,55.957603,-3.190101,City Centre
EH1 3QW,55.956986,-3.19162,City Centre
EH1 3QY,55.957349,-3.189405,City Centre
EH1 3RB,55.956971,-3.188528,City Centre
EH1 3RD,55.956204,-3.19347,City Centre
EH1 3RE,55.956285,-3.193552,City Centre
EH1 3RF,55.95639,-3.192835,City Centre
EH1 3RG,55.957978,-3.188463,City Centre
EH1 3RH,55.957159,-3.188598,City Centre
EH1 3RJ,55.958054,-3.188978,City Centre
EH1 3RL,55.958386,-3.189068,City Centre
EH1 3RN,55.958428,-3.187917,City Centre
EH1 3RP,55.958565,-3.187231,City Centre
EH1 3RQ,55.958798,-3.187287,City Centre
EH1 3RR,55.958915,-3.187242,City Centre
EH1 3RS,55.95909,-3.189107,City Centre
EH1 3RT,55.959033,-3.188111,City Centre
EH1 3RU,55.958949,-3.188429,City Centre
EH1 3RW,55.958695,-3.187732,City Centre
EH1 3RX,55.958915,-3.188605,City Centre
EH1 3RY,55.95878,-3.189176,City Centre
EH1 3RZ,55.9588,-3.18993,City Centre
EH1 3SA,55.958699,-3.190537,City Centre
EH1 3SB,55.957967,-3.189632,City Centre
EH1 3SD,55.960382,-3.176699,Leith Walk
EH1 3SE,55.958658,-3.190662,City Centre
EH1 3SF,55.957443,-3.188991,City Centre
EH1 3SG,55.954896,-3.189425,City Centre
EH1 3SJ,55.954833,-3.188431,City Centre
EH1 3SL,55.954833,-3.188431,City Centre
EH1 3SN,55.954842,-3.188431,City Centre
EH1 3SP,55.955191,-3.187737,City Centre
EH1 3SQ,55.954842,-3.188431,City Centre
EH1 3SR,55.954833,-3.188431,City Centre
EH1 3SS,55.954833,-3.188431,City Centre
EH1 3ST,55.954833,-3.188431,City Centre
EH1 3SU,55.955442,-3.188641,City Centre
EH1 3SW,55.954469,-3.188019,City Centre
EH1 3SX,55.954809,-3.189102,City Centre
EH1 3SY,55.954809,-3.189102,City Centre
EH1 3SZ,55.954809,-3.189102,City Centre
EH1 3TA,55.954478,-3.188003,City Centre
EH1 3TB,55.953467,-3.187604,City Centre
EH1 3TD,55.953467,-3.187604,City Centre
EH1 3TE,55.953467,-3.187604,City Centre
EH1 3TF,55.953467,-3.187604,City Centre
EH1 3TG,55.954809,-3.189102,City Centre
EH1 3TH,55.953467,-3.187604,City Centre
EH1 3TP,55.956595,-3.190278,City Centre
EH1 3TR,55.956141,-3.189784,City Centre
EH1 3TU,55.957168,-3.188582,City Centre
EH1 3UG,55.956806,-3.192575,City Centre
EH1 3UQ,55.95365,-3.188106,City Centre
EH1 3UU,55.959029,-3.198682,City Centre
EH1 3UX,55.960382,-3.176699,Leith Walk
EH1 3UY,55.960382,-3.176699,Leith Walk
EH1 3UZ,55.960382,-3.176699,Leith Walk
EH1 3WA,55.960382,-3.176699,Leith Walk
EH1 3WB,55.960382,-3.176699,Leith Walk
EH1 3WD,55.960382,-3.176699,Leith Walk
EH1 3WG,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 3WJ,55.960382,-3.176699,Leith Walk
EH1 3WP,55.960382,-3.176699,Leith Walk
EH1 3WQ,55.960382,-3.176699,Leith Walk
EH1 3WS,55.960382,-3.176699,Leith Walk
EH1 3WT,55.960382,-3.176699,Leith Walk
EH1 3WU,55.960382,-3.176699,Leith Walk
EH1 3WX,55.960382,-3.176699,Leith Walk
EH1 3XA,55.960382,-3.176699,Leith Walk
EH1 3XB,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 3XD,55.960382,-3.176699,Leith Walk
EH1 3XE,55.960382,-3.176699,Leith Walk
EH1 3XF,55.960382,-3.176699,Leith Walk
EH1 3XG,55.957319,-3.188779,City Centre
EH1 3XH,55.960382,-3.176699,Leith Walk
EH1 3XX,55.960382,-3.176699,Leith Walk
EH1 3XY,55.960382,-3.176699,Leith Walk
EH1 3XZ,55.956806,-3.192575,City Centre
EH1 3YB,55.957168,-3.188582,City Centre
EH1 3YF,55.957168,-3.188582,City Centre
EH1 3YG,55.960382,-3.176699,Leith Walk
EH1 3YH,55.960382,-3.176699,Leith Walk
EH1 3YJ,55.956999,-3.188449,City Centre
EH1 3YL,55.960382,-3.176699,Leith Walk
EH1 3YN,55.957168,-3.188582,City Centre
EH1 3YP,55.960382,-3.176699,Leith Walk
EH1 3YQ,55.956999,-3.188449,City Centre
EH1 3YR,55.957168,-3.188582,City Centre
EH1 3YS,55.954197,-3.190173,City Centre
EH1 3YT,55.953751,-3.189296,City Centre
EH1 3YU,55.960382,-3.176699,Leith Walk
EH1 3YW,55.957415,-3.188109,City Centre
EH1 3YX,55.956999,-3.188449,City Centre
EH1 3YY,55.953756,-3.189294,City Centre
EH1 3YZ,55.960382,-3.176699,Leith Walk
EH1 3ZE,55.960382,-3.176699,Leith Walk
EH1 3ZF,55.960382,-3.176699,Leith Walk
EH1 3ZP,55.960382,-3.176699,Leith Walk
EH1 3ZQ,55.960382,-3.176699,Leith Walk
EH1 3ZW,55.960382,-3.176699,Leith Walk
EH1 3ZX,55.960382,-3.176699,Leith Walk
EH1 3ZY,55.960382,-3.176699,Leith Walk
EH1 9AA,55.943311,-3.232669,Corstorphine / Murrayfield
EH1 9AF,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 9AG,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 9AH,55.943218,-3.232954,Corstorphine / Murrayfield
EH1 9AJ,55.943214,-3.232955,Corstorphine / Murrayfield
EH1 9AL,55.943214,-3.232955,Corstorphine / Murrayfield
EH1 9AN,55.943214,-3.232955,Corstorphine / Murrayfield
EH1 9AP,55.943214,-3.232955,Corstorphine / Murrayfield
EH1 9AQ,55.943214,-3.232955,Corstorphine / Murrayfield
EH1 9AR,55.943214,-3.232955,Corstorphine / Murrayfield
EH1 9AS,55.943214,-3.232955,Corstorphine / Murrayfield
EH1 9AT,55.943214,-3.232955,Corstorphine / Murrayfield
EH1 9AU,55.943214,-3.232955,Corstorphine / Murrayfield
EH1 9AW,55.943214,-3.232955,Corstorphine / Murrayfield
EH10 1AQ,55.942256,-3.214015,Fountainbridge / Craiglockhart
EH10 4AA,55.929196,-3.208949,Morningside
EH10 4AB,55.92891,-3.208812,Morningside
EH10 4AD,55.929344,-3.207625,Morningside
EH10 4AE,55.928945,-3.207036,Morningside
EH10 4AF,55.928314,-3.207705,Morningside
EH10 4AG,55.928195,-3.20703,Morningside
EH10 4AH,55.92969,-3.207124,Morningside
EH10 4AJ,55.929947,-3.2075,Morningside
EH10 4AL,55.93027,-3.208486,Morningside
EH10 4AN,55.930347,-3.206968,Morningside
EH10 4AP,55.930635,-3.205104,Morningside
EH10 4AQ,55.929168,-3.206307,Morningside
EH10 4AR,55.929944,-3.205051,Morningside
EH10 4AS,55.929692,-3.205955,Morningside
EH10 4AT,55.930285,-3.206918,Morningside
EH10 4AU,55.92891,-3.208812,Morningside
EH10 4AW,55.929979,-3.206076,Morningside
EH10 4AX,55.929444,-3.209309,Morningside
EH10 4AY,55.930538,-3.209503,Morningside
EH10 4AZ,55.93171,-3.209684,Morningside
EH10 4BA,55.931714,-3.209668,Morningside
EH10 4BB,55.931426,-3.209675,Morningside
EH10 4BD,55.931995,-3.209436,Morningside
EH10 4BE,55.932301,-3.209318,Morningside
EH10 4BF,55.932937,-3.21041,Morningside
EH10 4BG,55.932535,-3.207484,Morningside
EH10 4BH,55.932085,-3.206654,Morningside
EH10 4BJ,55.932635,-3.204622,Morningside
EH10 4BL,55.933226,-3.205745,Morningside
EH10 4BN,55.93536,-3.206147,Morningside
EH10 4BP,55.933766,-3.204705,Morningside
EH10 4BQ,55.93183,-3.206982,Morningside
EH10 4BR,55.934287,-3.203841,Morningside
EH10 4BS,55.935565,-3.203608,Morningside
EH10 4BT,55.931727,-3.207411,Morningside
EH10 4BU,55.93357,-3.206364,Morningside
EH10 4BW,55.935404,-3.205348,Morningside
EH10 4BX,55.930981,-3.210173,Morningside
EH10 4BY,55.932108,-3.210321,Morningside
EH10 4BZ,55.932641,-3.210401,Morningside
EH10 4DA,55.933135,-3.210432,Morningside
EH10 4DB,55.933728,-3.210419,Morningside
EH10 4DD,55.934721,-3.210482,Morningside
EH10 4DE,55.935211,-3.210401,Morningside
EH10 4DF,55.93609,-3.209628,Morningside
EH10 4DG,55.935722,-3.209584,Morningside
EH10 4DH,55.93483,-3.209797,Morningside
EH10 4DJ,55.934526,-3.208795,Morningside
EH10 4DL,55.9345,-3.206809,Morningside
EH10 4DN,55.934089,-3.208413,Morningside
EH10 4DP,55.933879,-3.209735,Morningside
EH10 4DQ,55.935119,-3.209678,Morningside
EH10 4DR,55.93321,-3.209683,Morningside
EH10 4DS,55.932234,-3.209732,Morningside
EH10 4DT,55.930945,-3.210172,Morningside
EH10 4DU,55.934089,-3.208413,Morningside
EH10 4DW,55.933643,-3.208127,Morningside
EH10 4DX,55.935621,-3.208861,Morningside
EH10 4DY,55.935045,-3.208987,Morningside
EH10 4DZ,55.935066,-3.207723,Morningside
EH10 4EA,55.935744,-3.208256,Morningside
EH10 4EB,55.936277,-3.208017,Morningside
EH10 4ED,55.935768,-3.207697,Morningside
EH10 4EE,55.934985,-3.207736,Morningside
EH10 4EF,55.934946,-3.207143,Morningside
EH10 4EG,55.936509,-3.207224,Morningside
EH10 4EH,55.92973,-3.204484,Morningside
EH10 4EJ,55.931795,-3.20274,Southside / Newington
EH10 4EL,55.936351,-3.209556,Morningside
EH10 4EN,55.936715,-3.210064,Morningside
EH10 4EP,55.936562,-3.20913,Morningside
EH10 4EQ,55.936743,-3.207183,Morningside
EH10 4ER,55.936569,-3.208426,Morningside
EH10 4ES,55.93719,-3.207405,Morningside
EH10 4ET,55.937484,-3.207654,Morningside
EH10 4EU,55.937725,-3.206957,Morningside
EH10 4EW,55.936872,-3.209572,Morningside
EH10 4EX,55.936819,-3.206801,Morningside
EH10 4EY,55.935684,-3.207086,Morningside
EH10 4EZ,55.936119,-3.203882,Morningside
EH10 4FA,55.931386,-3.202775,Southside / Newington
EH10 4FB,55.931214,-3.203378,Southside / Newington
EH10 4FD,55.931306,-3.204069,Southside / Newington
EH10 4FE,55.931641,-3.203359,Southside / Newington
EH10 4FF,55.938321,-3.208978,Morningside
EH10 4FG,55.93623,-3.206896,Morningside
EH10 4FH,55.938738,-3.209535,Morningside
EH10 4HA,55.936113,-3.204586,Morningside
EH10 4HB,55.940264,-3.206428,City Centre
EH10 4HD,55.936098,-3.203289,Morningside
EH10 4HE,55.937272,-3.207263,Morningside
EH10 4HG,55.937647,-3.206603,Morningside
EH10 4HH,55.938338,-3.205824,Morningside
EH10 4HJ,55.939416,-3.204961,City Centre
EH10 4HL,55.928919,-3.208796,Morningside
EH10 4HN,55.940031,-3.204547,City Centre
EH10 4HP,55.93968,-3.204169,City Centre
EH10 4HQ,55.938836,-3.205407,Morningside
EH10 4HR,55.93993,-3.203776,City Centre
EH10 4HS,55.940854,-3.203933,City Centre
EH10 4HT,55.94063,-3.204822,City Centre
EH10 4HU,55.940346,-3.206286,City Centre
EH10 4HW,55.94019,-3.203864,City Centre
EH10 4HX,55.940078,-3.207094,City Centre
EH10 4HY,55.939804,-3.205645,City Centre
EH10 4HZ,55.92891,-3.208812,Morningside
EH10 4JA,55.939434,-3.20581,City Centre
EH10 4JB,55.939713,-3.206715,City Centre
EH10 4JD,55.936885,-3.208244,Morningside
EH10 4JE,55.937319,-3.208898,Morningside
EH10 4JF,55.937122,-3.207931,Morningside
EH10 4JG,55.937423,-3.208373,Morningside
EH10 4JH,55.938405,-3.208179,Morningside
EH10 4JJ,55.9384,-3.207715,Morningside
EH10 4JL,55.93889,-3.208146,Morningside
EH10 4JN,55.939937,-3.20954,Morningside
EH10 4JP,55.9399,-3.208706,City Centre
EH10 4JQ,55.937732,-3.20803,Morningside
EH10 4JR,55.939856,-3.208625,City Centre
EH10 4JS,55.93913,-3.207545,Morningside
EH10 4JT,55.938331,-3.20656,Morningside
EH10 4JU,55.937943,-3.206692,Morningside
EH10 4JW,55.940502,-3.209637,City Centre
EH10 4JX,55.939443,-3.205794,City Centre
EH10 4JY,55.939443,-3.205794,City Centre
EH10 4JZ,55.940412,-3.209634,City Centre
EH10 4LA,55.937744,-3.209599,Morningside
EH10 4LB,55.928919,-3.208796,Morningside
EH10 4LD,55.937777,-3.210737,Morningside
EH10 4LE,55.937991,-3.21092,Morningside
EH10 4LF,55.938266,-3.211297,Morningside
EH10 4LG,55.938708,-3.21027,Morningside
EH10 4LH,55.938732,-3.211487,Morningside
EH10 4LJ,55.938886,-3.213141,Morningside
EH10 4LL,55.939435,-3.212102,Morningside
EH10 4LN,55.939453,-3.211254,Morningside
EH10 4LP,55.938902,-3.209731,Morningside
EH10 4LQ,55.938726,-3.211087,Morningside
EH10 4LR,55.938321,-3.208978,Morningside
EH10 4LS,55.939687,-3.210236,Morningside
EH10 4LT,55.93365,-3.208319,Morningside
EH10 4LU,55.936272,-3.210354,Morningside
EH10 4LW,55.939352,-3.21053,Morningside
EH10 4LX,55.936573,-3.210763,Morningside
EH10 4LY,55.936782,-3.210498,Morningside
EH10 4LZ,55.937287,-3.209425,Morningside
EH10 4NA,55.937545,-3.209657,Morningside
EH10 4NB,55.937381,-3.211717,Morningside
EH10 4ND,55.937897,-3.212262,Morningside
EH10 4NE,55.93813,-3.212365,Morningside
EH10 4NF,55.938176,-3.213167,Morningside
EH10 4NG,55.93773,-3.212785,Morningside
EH10 4NH,55.936842,-3.2117,Morningside
EH10 4NJ,55.936221,-3.210945,Morningside
EH10 4NP,55.935874,-3.210534,Morningside
EH10 4NQ,55.937188,-3.212239,Morningside
EH10 4NR,55.93542,-3.210696,Morningside
EH10 4NS,55.934945,-3.211849,Morningside
EH10 4NT,55.934424,-3.211434,Morningside
EH10 4NU,55.934306,-3.211941,Morningside
EH10 4NX,55.934563,-3.212334,Morningside
EH10 4NY,55.937228,-3.215923,Morningside
EH10 4NZ,55.937338,-3.216086,Morningside
EH10 4PA,55.938084,-3.21699,Morningside
EH10 4PB,55.938635,-3.2176,Morningside
EH10 4PD,55.938269,-3.2165,Morningside
EH10 4PE,55.938731,-3.216082,Morningside
EH10 4PF,55.938717,-3.214801,Morningside
EH10 4PG,55.938499,-3.214121,Morningside
EH10 4PH,55.937453,-3.215402,Morningside
EH10 4PJ,55.936299,-3.213973,Morningside
EH10 4PL,55.935383,-3.212039,Morningside
EH10 4PN,55.936932,-3.213592,Morningside
EH10 4PP,55.925633,-3.213975,Morningside
EH10 4PQ,55.938222,-3.215826,Morningside
EH10 4PR,55.936471,-3.212025,Morningside
EH10 4PS,55.93365,-3.208319,Morningside
EH10 4PT,55.938084,-3.216974,Morningside
EH10 4PU,55.928908,-3.2099,Morningside
EH10 4PW,55.937082,-3.212877,Morningside
EH10 4PX,55.929627,-3.209907,Morningside
EH10 4PY,55.929615,-3.211123,Morningside
EH10 4PZ,55.929536,-3.211808,Morningside
EH10 4QA,55.929291,-3.211177,Morningside
EH10 4QB,55.929009,-3.211472,Morningside
EH10 4QD,55.928835,-3.210938,Morningside
EH10 4QE,55.92866,-3.211365,Morningside
EH10 4QF,55.928394,-3.210973,Morningside
EH10 4QG,55.928685,-3.210597,Morningside
EH10 4QH,55.927795,-3.209801,Morningside
EH10 4QJ,55.927284,-3.209642,Morningside
EH10 4QL,55.927007,-3.209505,Morningside
EH10 4QN,55.926593,-3.209524,Morningside
EH10 4QP,55.928672,-3.209189,Morningside
EH10 4QQ,55.928491,-3.209856,Morningside
EH10 4QR,55.928524,-3.208752,Morningside
EH10 4QS,55.928183,-3.208645,Morningside
EH10 4QT,55.928035,-3.209089,Morningside
EH10 4QU,55.927488,-3.209024,Morningside
EH10 4QW,55.927482,-3.209632,Morningside
EH10 4QX,55.927352,-3.208251,Morningside
EH10 4QY,55.92744,-3.207518,Morningside
EH10 4QZ,55.927596,-3.20621,Morningside
EH10 4RA,55.927209,-3.205879,Morningside
EH10 4RB,55.92717,-3.208022,Morningside
EH10 4RD,55.927012,-3.209025,Morningside
EH10 4RE,55.926527,-3.206209,Morningside
EH10 4RF,55.926098,-3.205988,Morningside
EH10 4RG,55.925799,-3.202986,Morningside
EH10 4RH,55.926251,-3.200856,Morningside
EH10 4RJ,55.926842,-3.199737,Southside / Newington
EH10 4RL,55.92635,-3.201386,Morningside
EH10 4RN,55.925575,-3.206147,Morningside
EH10 4RP,55.925853,-3.208493,Morningside
EH10 4RQ,55.926034,-3.201488,Morningside
EH10 4RR,55.926131,-3.204436,Morningside
EH10 4RS,55.926332,-3.199994,Morningside
EH10 4RT,55.930739,-3.208309,Morningside
EH10 4RU,55.931269,-3.207365,Morningside
EH10 4RW,55.925194,-3.20924,Morningside
EH10 4RX,55.930786,-3.206742,Morningside
EH10 4RY,55.931544,-3.204972,Morningside
EH10 4RZ,55.92891,-3.208812,Morningside
EH10 4SA,55.930732,-3.204371,Morningside
EH10 4SB,55.930746,-3.203923,Morningside
EH10 4SD,55.930159,-3.204193,Morningside
EH10 4SE,55.930689,-3.203313,Morningside
EH10 4SF,55.931048,-3.202444,Southside / Newington
EH10 4SG,55.92992,-3.202474,Morningside
EH10 4SH,55.927754,-3.203862,Morningside
EH10 4SJ,55.927154,-3.203636,Morningside
EH10 4SL,55.926554,-3.203473,Morningside
EH10 4SN,55.926452,-3.202846,Morningside
EH10 4SP,55.926073,-3.203074,Morningside
EH10 4SQ,55.928077,-3.20392,Morningside
EH10 4SR,55.925906,-3.203549,Morningside
EH10 4SS,55.927093,-3.204354,Morningside
EH10 4ST,55.927863,-3.204618,Morningside
EH10 4SU,55.927863,-3.205594,Morningside
EH10 4SW,55.926253,-3.202023,Morningside
EH10 4SX,55.928364,-3.206251,Morningside
EH10 4SY,55.927746,-3.207399,Morningside
EH10 4SZ,55.927936,-3.208686,Morningside
EH10 4TA,55.927693,-3.2009,Southside / Newington
EH10 4TB,55.927693,-3.2009,Southside / Newington
EH10 4TD,55.928711,-3.209814,Morningside
EH10 4TE,55.926827,-3.209547,Morningside
EH10 4TN,55.934089,-3.208413,Morningside
EH10 4TQ,55.929782,-3.210552,Morningside
EH10 4TR,55.935027,-3.208986,Morningside
EH10 4TX,55.927693,-3.2009,Southside / Newington
EH10 4UZ,55.927693,-3.2009,Southside / Newington
EH10 4WA,55.934089,-3.208397,Morningside
EH10 4WB,55.934089,-3.208397,Morningside
EH10 4WD,55.93365,-3.208319,Morningside
EH10 4WE,55.928919,-3.208796,Morningside
EH10 4WF,55.928919,-3.208796,Morningside
EH10 4WG,55.93365,-3.208319,Morningside
EH10 4WH,55.928919,-3.208796,Morningside
EH10 4WJ,55.928919,-3.208796,Morningside
EH10 4WL,55.928919,-3.208796,Morningside
EH10 4WN,55.928919,-3.208796,Morningside
EH10 4WP,55.92891,-3.208812,Morningside
EH10 4WQ,55.928919,-3.208796,Morningside
EH10 4WR,55.928919,-3.208796,Morningside
EH10 4WS,55.928919,-3.208796,Morningside
EH10 4WT,55.928905,-3.208812,Morningside
EH10 4WU,55.928919,-3.208796,Morningside
EH10 4WW,55.928919,-3.208796,Morningside
EH10 4WX,55.92891,-3.208812,Morningside
EH10 4XA,55.92891,-3.208812,Morningside
EH10 4XB,55.928919,-3.208796,Morningside
EH10 4XN,55.928919,-3.208796,Morningside
EH10 4XP,55.928919,-3.208796,Morningside
EH10 4XQ,55.93365,-3.208319,Morningside
EH10 4XR,55.934089,-3.208397,Morningside
EH10 4XS,55.928919,-3.208796,Morningside
EH10 4XT,55.929791,-3.210536,Morningside
EH10 4XZ,55.928919,-3.208796,Morningside
EH10 4YA,55.928919,-3.208796,Morningside
EH10 4YB,55.928919,-3.208796,Morningside
EH10 4YD,55.928919,-3.208796,Morningside
EH10 4YE,55.92891,-3.208812,Morningside
EH10 4YF,55.93365,-3.208319,Morningside
EH10 4YG,55.928919,-3.208796,Morningside
EH10 4YH,55.934089,-3.208397,Morningside
EH10 4YJ,55.934089,-3.208413,Morningside
EH10 4YL,55.934089,-3.208413,Morningside
EH10 4YN,55.934089,-3.208413,Morningside
EH10 4YP,55.934089,-3.208397,Morningside
EH10 4YQ,55.934089,-3.208413,Morningside
EH10 4YR,55.934089,-3.208397,Morningside
EH10 4YS,55.934089,-3.208397,Morningside
EH10 4YT,55.934089,-3.208397,Morningside
EH10 4YU,55.928919,-3.208796,Morningside
EH10 4YW,55.934089,-3.208397,Morningside
EH10 4YX,55.928919,-3.208796,Morningside
EH10 4YY,55.934089,-3.208397,Morningside
EH10 4YZ,55.92891,-3.208812,Morningside
EH10 4ZA,55.928919,-3.208796,Morningside
EH10 4ZF,55.928919,-3.208796,Morningside
EH10 5AA,55.934515,-3.213117,Morningside
EH10 5AB,55.934243,-3.213796,Morningside
EH10 5AD,55.934356,-3.212888,Morningside
EH10 5AE,55.934154,-3.212418,Morningside
EH10 5AF,55.933814,-3.213591,Morningside
EH10 5AG,55.9338,-3.215015,Morningside
EH10 5AH,55.933828,-3.2158,Morningside
EH10 5AJ,55.934382,-3.215225,Morningside
EH10 5AL,55.934626,-3.214096,Morningside
EH10 5AN,55.935115,-3.213776,Morningside
EH10 5AP,55.935984,-3.215804,Morningside
EH10 5AQ,55.933412,-3.215708,Morningside
EH10 5AR,55.935612,-3.216192,Morningside
EH10 5AS,55.934719,-3.215604,Morningside
EH10 5AT,55.935523,-3.217038,Morningside
EH10 5AU,55.934988,-3.217549,Morningside
EH10 5AW,55.935588,-3.215039,Morningside
EH10 5AX,55.933937,-3.21654,Morningside
EH10 5AY,55.934605,-3.21813,Morningside
EH10 5AZ,55.934186,-3.218629,Morningside
EH10 5BA,55.932796,-3.215672,Morningside
EH10 5BB,55.924506,-3.217973,Morningside
EH10 5BD,55.932787,-3.215688,Morningside
EH10 5BE,55.932324,-3.216153,Morningside
EH10 5BF,55.932941,-3.217373,Morningside
EH10 5BG,55.933539,-3.218624,Morningside
EH10 5BH,55.933016,-3.21888,Morningside
EH10 5BJ,55.93389,-3.221341,Morningside
EH10 5BL,55.932197,-3.220791,Morningside
EH10 5BN,55.93255,-3.217809,Morningside
EH10 5BP,55.931224,-3.221993,Morningside
EH10 5BQ,55.931879,-3.218909,Morningside
EH10 5BR,55.931411,-3.223936,Morningside
EH10 5BS,55.93041,-3.225185,Morningside
EH10 5BT,55.929502,-3.226693,Morningside
EH10 5BU,55.929822,-3.225614,Morningside
EH10 5BW,55.932819,-3.221996,Morningside
EH10 5BX,55.929453,-3.224386,Morningside
EH10 5BY,55.929467,-3.224211,Morningside
EH10 5BZ,55.928908,-3.223489,Morningside
EH10 5DA,55.93274,-3.223161,Morningside
EH10 5DB,55.926512,-3.224149,Morningside
